partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_194430-194595	sp|Q6PI78|TMM65_HUMAN	166	0.692	(65, 235)	170	0.708	240
Homo_115860-115970	sp|Q9NWL6|ASND1_HUMAN	111	0.173	(493, 615)	122	0.190	643
Homo_104681-105298	sp|O14776|TCRG1_HUMAN	555	0.505	(429, 1098)	669	0.609	1098
Homo_222176-222820	sp|Q99575|POP1_HUMAN	643	0.628	(97, 1023)	926	0.904	1024
Homo_190212-190524	sp|Q6RFH5|WDR74_HUMAN	11	0.029	(348, 359)	11	0.029	385
Homo_308962-309530	sp|Q8N9R8|SCAI_HUMAN	440	0.725	(44, 607)	563	0.928	607
Homo_134559-134938	sp|Q13561|DCTN2_HUMAN	298	0.743	(87, 396)	309	0.771	401
Homo_336686-336845	sp|P09234|RU1C_HUMAN	150	0.943	(0, 156)	156	0.981	159
Homo_11186-11644	sp|Q86XL3|ANKL2_HUMAN	458	0.488	(188, 871)	683	0.728	938
Homo_308006-308247	sp|Q96DP5|FMT_HUMAN	242	0.622	(93, 355)	262	0.674	389
Homo_315388-315628	sp|Q9NWS0|PIHD1_HUMAN	237	0.817	(34, 281)	247	0.852	290
Homo_384105-384312	sp|Q9BVW5|TIPIN_HUMAN	116	0.385	(5, 141)	136	0.452	301
Homo_223939-224242	sp|Q96BW9|TAM41_HUMAN	283	0.626	(12, 452)	440	0.973	452
Homo_230947-231251	sp|Q8N1S5|S39AB_HUMAN	303	0.886	(0, 341)	341	0.997	342
Homo_41538-42369	sp|O95985|TOP3B_HUMAN	281	0.326	(271, 862)	591	0.686	862
Homo_13996-14213	sp|Q86YN1|DOPP1_HUMAN	182	0.765	(7, 236)	229	0.962	238
Homo_27869-28190	sp|Q8N4W6|DJC22_HUMAN	321	0.941	(0, 339)	339	0.994	341
Homo_99029-99285	sp|P35270|SPRE_HUMAN	257	0.985	(0, 261)	261	1.000	261
Homo_143092-143393	sp|P49354|FNTA_HUMAN	152	0.401	(50, 215)	165	0.435	379
Homo_249901-250213	sp|Q9Y266|NUDC_HUMAN	187	0.565	(4, 205)	201	0.607	331
Homo_130533-131471	sp|Q9H6R4|NOL6_HUMAN	937	0.818	(90, 1142)	1052	0.918	1146
Homo_293797-294009	sp|Q9UKD2|MRT4_HUMAN	213	0.891	(0, 217)	217	0.908	239
Homo_230844-230946	sp|Q9Y3U8|RL36_HUMAN	103	0.981	(0, 103)	103	0.981	105
Homo_51068-51424	sp|Q8TCT9|HM13_HUMAN	355	0.937	(5, 362)	357	0.942	379
Homo_143394-143756	sp|P55039|DRG2_HUMAN	363	0.997	(0, 364)	364	1.000	364
Homo_316526-316939	sp|Q8WU10|PYRD1_HUMAN	204	0.408	(294, 500)	206	0.412	500
Homo_177373-177612	sp|Q7Z4W1|DCXR_HUMAN	240	0.984	(2, 244)	242	0.992	244
Homo_349201-349481	sp|Q8NEJ9|NGDN_HUMAN	279	0.886	(5, 314)	309	0.981	315
Homo_94277-94503	sp|O75431|MTX2_HUMAN	226	0.859	(13, 256)	243	0.924	263
Homo_212179-212388	sp|Q5JPI9|EFMT2_HUMAN	199	0.684	(36, 291)	255	0.876	291
Homo_110043-110429	sp|Q0P651|ABD18_HUMAN	349	0.843	(2, 414)	412	0.995	414
Homo_335468-336240	sp|Q14566|MCM6_HUMAN	771	0.939	(0, 820)	820	0.999	821
Homo_225747-225877	sp|O00422|SAP18_HUMAN	127	0.830	(0, 139)	139	0.908	153
Homo_163889-164178	sp|Q00535|CDK5_HUMAN	290	0.993	(0, 290)	290	0.993	292
Homo_193196-193655	sp|Q92696|PGTA_HUMAN	169	0.298	(365, 561)	196	0.346	567
Homo_15862-16190	sp|Q9Y5Y5|PEX16_HUMAN	177	0.527	(0, 287)	287	0.854	336
Homo_271003-271211	sp|Q9BRT9|SLD5_HUMAN	209	0.937	(0, 223)	223	1.000	223
Homo_133101-133345	sp|P43897|EFTS_HUMAN	237	0.729	(0, 318)	318	0.978	325
Homo_219554-220165	sp|Q9BU23|LMF2_HUMAN	590	0.835	(26, 653)	627	0.887	707
Homo_127557-127971	sp|Q6PI26|SHQ1_HUMAN	415	0.719	(0, 470)	470	0.815	577
Homo_245655-245941	sp|Q96EB1|ELP4_HUMAN	286	0.675	(47, 424)	377	0.889	424
Homo_59557-60188	sp|Q9H8V3|ECT2_HUMAN	632	0.691	(135, 855)	720	0.788	914
Homo_363332-363477	sp|O43924|PDE6D_HUMAN	89	0.593	(4, 150)	146	0.973	150
Homo_116766-117320	sp|P46063|RECQ1_HUMAN	197	0.304	(4, 211)	207	0.319	649
Homo_336369-336566	sp|O75934|SPF27_HUMAN	198	0.880	(13, 216)	203	0.902	225
Homo_359405-359521	sp|Q13901|C1D_HUMAN	117	0.830	(7, 130)	123	0.872	141
Homo_245032-245498	sp|Q5F1R6|DJC21_HUMAN	460	0.866	(0, 527)	527	0.992	531
Homo_56687-56978	sp|O14662|STX16_HUMAN	262	0.806	(53, 323)	270	0.831	325
Homo_316376-316525	sp|Q9Y3D6|FIS1_HUMAN	150	0.987	(0, 151)	151	0.993	152
Homo_156556-156844	sp|Q5TC63|GRTP1_HUMAN	289	0.860	(11, 336)	325	0.967	336
Homo_255780-255961	sp|P61758|PFD3_HUMAN	182	0.924	(0, 193)	193	0.980	197
Homo_305054-305403	sp|Q9H9C1|SPE39_HUMAN	348	0.706	(120, 492)	372	0.755	493
Homo_77670-78193	sp|P22307|NLTP_HUMAN	222	0.406	(26, 278)	252	0.461	547
Homo_104047-104680	sp|Q96FC9|DDX11_HUMAN	60	0.062	(743, 866)	123	0.127	970
Homo_220166-220569	sp|Q15645|PCH2_HUMAN	404	0.935	(19, 430)	411	0.951	432
Homo_179059-179389	sp|Q03426|KIME_HUMAN	154	0.389	(2, 201)	199	0.503	396
Homo_342456-342670	sp|O95707|RPP29_HUMAN	212	0.964	(1, 220)	219	0.995	220
Homo_76540-76786	sp|P27695|APEX1_HUMAN	49	0.154	(269, 318)	49	0.154	318
Homo_192839-192980	sp|O60869|EDF1_HUMAN	134	0.905	(2, 148)	146	0.986	148
Homo_89672-90059	sp|O95363|SYFM_HUMAN	387	0.858	(47, 450)	403	0.894	451
Homo_147260-147548	sp|P09001|RM03_HUMAN	289	0.830	(44, 347)	303	0.871	348
Homo_294347-294556	sp|Q9Y2B2|PIGL_HUMAN	210	0.833	(35, 248)	213	0.845	252
Homo_117321-117876	sp|Q8IXH7|NELFD_HUMAN	555	0.941	(32, 589)	557	0.944	590
Homo_152975-153244	sp|P50897|PPT1_HUMAN	270	0.882	(36, 306)	270	0.882	306
Homo_235646-236192	sp|Q7L5Y6|DET1_HUMAN	544	0.989	(2, 550)	548	0.996	550
Homo_41084-41537	sp|P34896|GLYC_HUMAN	416	0.861	(18, 482)	464	0.961	483
Homo_16653-16891	sp|Q9UEE9|CFDP1_HUMAN	239	0.799	(3, 299)	296	0.990	299
Homo_23918-24017	sp|Q9P021|CRIPT_HUMAN	99	0.980	(0, 101)	101	1.000	101
Homo_65272-65915	sp|O60341|KDM1A_HUMAN	643	0.755	(190, 841)	651	0.764	852
Homo_118606-118792	sp|P32969|RL9_HUMAN	87	0.453	(54, 190)	136	0.708	192
Homo_248605-248823	sp|P28070|PSB4_HUMAN	219	0.830	(41, 260)	219	0.830	264
Homo_109313-109659	sp|Q8IZ73|RUSD2_HUMAN	347	0.637	(130, 541)	411	0.754	545
Homo_375488-375611	sp|Q4VC31|CCD58_HUMAN	124	0.861	(17, 141)	124	0.861	144
Homo_197649-197976	sp|Q13685|AAMP_HUMAN	328	0.756	(80, 430)	350	0.806	434
Homo_345488-345791	sp|Q9Y2I9|TBC30_HUMAN	304	0.329	(271, 651)	380	0.411	924
Homo_330553-330767	sp|Q9NZZ3|CHMP5_HUMAN	215	0.982	(0, 218)	218	0.995	219
Homo_336567-336685	sp|Q16595|FRDA_HUMAN	84	0.400	(87, 210)	123	0.586	210
Homo_205660-205836	sp|Q9UH92|MLX_HUMAN	177	0.594	(111, 298)	187	0.628	298
Homo_359125-359404	sp|Q15056|IF4H_HUMAN	222	0.895	(0, 248)	248	1.000	248
Homo_348524-348938	sp|Q8IU60|DCP2_HUMAN	404	0.962	(0, 420)	420	1.000	420
Homo_140937-141398	sp|Q8NFF5|FAD1_HUMAN	167	0.284	(267, 587)	320	0.545	587
Homo_198996-200063	sp|Q7Z392|TPC11_HUMAN	678	0.598	(116, 1115)	999	0.882	1133
Homo_117877-118478	sp|Q12931|TRAP1_HUMAN	602	0.855	(86, 698)	612	0.869	704
Homo_191050-191293	sp|O60671|RAD1_HUMAN	244	0.865	(15, 270)	255	0.904	282
Homo_251035-251387	sp|Q96MX6|WDR92_HUMAN	91	0.255	(197, 288)	91	0.255	357
Homo_365101-365202	sp|Q9BQD3|KXDL1_HUMAN	102	0.580	(3, 106)	103	0.585	176
Homo_54818-55274	sp|Q86WU2|LDHD_HUMAN	457	0.901	(22, 507)	485	0.957	507
Homo_15753-15861	sp|Q9P086|MED11_HUMAN	109	0.932	(4, 113)	109	0.932	117
Homo_113009-113305	sp|Q8N806|UBR7_HUMAN	243	0.572	(0, 418)	418	0.984	425
Homo_370412-370744	sp|Q01831|XPC_HUMAN	333	0.354	(520, 865)	345	0.367	940
Homo_200245-200736	sp|Q05469|LIPS_HUMAN	492	0.457	(347, 1049)	702	0.652	1076
Homo_233934-234086	sp|Q9ULW3|ABT1_HUMAN	153	0.562	(37, 204)	167	0.614	272
Homo_313489-313602	sp|Q9Y3D7|TIM16_HUMAN	110	0.880	(1, 125)	124	0.992	125
Homo_73493-73907	sp|O15229|KMO_HUMAN	381	0.784	(8, 424)	416	0.856	486
Homo_176628-176792	sp|P30050|RL12_HUMAN	132	0.800	(0, 165)	165	1.000	165
Homo_39500-39672	sp|Q9BZ81|MAGB5_HUMAN	173	0.629	(42, 223)	181	0.658	275
Homo_170687-171197	sp|Q9H069|DRC3_HUMAN	511	0.977	(0, 520)	520	0.994	523
Homo_74017-74710	sp|P51659|DHB4_HUMAN	555	0.754	(137, 736)	599	0.814	736
Homo_15557-15752	sp|Q9BRX5|PSF3_HUMAN	196	0.907	(12, 215)	203	0.940	216
Homo_56979-57353	sp|P45954|ACDSB_HUMAN	375	0.868	(51, 432)	381	0.882	432
Homo_137274-137627	sp|P40938|RFC3_HUMAN	303	0.851	(0, 304)	304	0.854	356
Homo_128296-128606	sp|P05198|IF2A_HUMAN	311	0.987	(0, 314)	314	0.997	315
Homo_279136-279325	sp|Q9Y399|RT02_HUMAN	189	0.639	(60, 256)	196	0.662	296
Homo_375308-375487	sp|Q8N5M9|JAGN1_HUMAN	173	0.945	(1, 180)	179	0.978	183
Homo_274013-274993	sp|Q6PJI9|WDR59_HUMAN	47	0.048	(512, 974)	462	0.474	974
Homo_328680-329228	sp|Q9Y5X1|SNX9_HUMAN	526	0.884	(0, 594)	594	0.998	595
Homo_278004-278569	sp|Q8NE71|ABCF1_HUMAN	566	0.670	(263, 842)	579	0.685	845
Homo_53239-53500	sp|Q8N2K1|UB2J2_HUMAN	207	0.799	(52, 259)	207	0.799	259
Homo_12665-13049	sp|P49356|FNTB_HUMAN	384	0.875	(0, 420)	420	0.957	439
Homo_378671-379147	sp|Q86TU7|SETD3_HUMAN	289	0.487	(1, 389)	388	0.653	594
Homo_252486-252774	sp|Q13868|EXOS2_HUMAN	281	0.959	(0, 292)	292	0.997	293
Homo_299914-300032	sp|Q969G6|RIFK_HUMAN	119	0.768	(0, 124)	124	0.800	155
Homo_226811-226953	sp|P55789|ALR_HUMAN	45	0.220	(64, 126)	62	0.302	205
Homo_327923-328109	sp|Q92979|NEP1_HUMAN	99	0.406	(124, 239)	115	0.471	244
Homo_87208-87808	sp|Q96IV0|NGLY1_HUMAN	600	0.917	(13, 654)	641	0.980	654
Homo_349613-350123	sp|Q96S52|PIGS_HUMAN	502	0.905	(0, 552)	552	0.995	555
Homo_301821-302030	sp|Q9BUU2|MET22_HUMAN	203	0.502	(168, 394)	226	0.559	404
Homo_253257-253548	sp|Q99747|SNAG_HUMAN	212	0.679	(82, 312)	230	0.737	312
Homo_271722-272174	sp|Q9NVP1|DDX18_HUMAN	363	0.542	(265, 628)	363	0.542	670
Homo_123848-124263	sp|Q96GQ5|RUS1_HUMAN	82	0.175	(142, 224)	82	0.175	468
Homo_284905-285208	sp|P78318|IGBP1_HUMAN	304	0.897	(6, 338)	332	0.979	339
Homo_348939-349200	sp|Q5T653|RM02_HUMAN	183	0.600	(4, 305)	301	0.987	305
Homo_14916-15091	sp|Q9Y6H3|ATP23_HUMAN	175	0.711	(39, 222)	183	0.744	246
Homo_352174-352583	sp|Q96GA3|LTV1_HUMAN	407	0.857	(3, 475)	472	0.994	475
Homo_23377-23752	sp|Q9NRR6|INP5E_HUMAN	374	0.581	(247, 644)	397	0.616	644
Homo_101050-101621	sp|Q96BP3|PPWD1_HUMAN	572	0.885	(60, 646)	586	0.907	646
Homo_220764-221083	sp|P51398|RT29_HUMAN	320	0.804	(58, 398)	340	0.854	398
Homo_289875-290221	sp|Q5T280|CI114_HUMAN	347	0.923	(12, 371)	359	0.955	376
Homo_350947-351676	sp|P33992|MCM5_HUMAN	686	0.935	(0, 734)	734	1.000	734
Homo_337632-338033	sp|Q9C0J8|WDR33_HUMAN	402	0.301	(49, 506)	457	0.342	1336
Homo_286324-287060	sp|Q8IXB1|DJC10_HUMAN	697	0.879	(18, 788)	770	0.971	793
Homo_84937-85182	sp|Q86WA6|BPHL_HUMAN	245	0.842	(46, 291)	245	0.842	291
Homo_82256-82932	sp|Q9Y5B6|PAXB1_HUMAN	616	0.672	(0, 917)	917	1.000	917
Homo_22412-22720	sp|Q9HC21|TPC_HUMAN	309	0.966	(1, 315)	314	0.981	320
Homo_77068-77353	sp|Q9NQZ5|STAR7_HUMAN	285	0.770	(14, 330)	316	0.854	370
Homo_285401-285600	sp|P53701|CCHL_HUMAN	200	0.746	(20, 268)	248	0.925	268
Homo_355242-355561	sp|Q9H173|SIL1_HUMAN	320	0.694	(62, 456)	394	0.855	461
Homo_303834-304192	sp|P22830|HEMH_HUMAN	359	0.849	(62, 422)	360	0.851	423
Homo_330182-330354	sp|P61009|SPCS3_HUMAN	173	0.961	(0, 176)	176	0.978	180
Homo_241661-242039	sp|Q9H7Z6|KAT8_HUMAN	377	0.823	(47, 458)	411	0.897	458
Homo_384674-384981	sp|Q9BQC3|DPH2_HUMAN	219	0.448	(0, 486)	486	0.994	489
Homo_283845-284261	sp|Q9GZR7|DDX24_HUMAN	417	0.485	(191, 764)	573	0.667	859
Homo_364014-364229	sp|Q9BZE7|EVG1_HUMAN	211	0.972	(5, 217)	212	0.977	217
Homo_265106-265316	sp|Q96A35|RM24_HUMAN	168	0.778	(2, 173)	171	0.792	216
Homo_257501-257796	sp|Q9HC38|GLOD4_HUMAN	112	0.358	(170, 313)	143	0.457	313
Homo_266671-266868	sp|Q13257|MD2L1_HUMAN	88	0.429	(2, 200)	198	0.966	205
Homo_333115-333336	sp|Q9NXG2|THUM1_HUMAN	222	0.629	(14, 273)	259	0.734	353
Homo_270175-270330	sp|Q9Y5S9|RBM8A_HUMAN	156	0.897	(3, 164)	161	0.925	174
Homo_235403-235645	sp|O75937|DNJC8_HUMAN	243	0.960	(9, 252)	243	0.960	253
Homo_377527-377889	sp|Q9H0I3|CC113_HUMAN	303	0.804	(7, 372)	365	0.968	377
Homo_227682-227860	sp|Q15005|SPCS2_HUMAN	111	0.491	(42, 225)	183	0.810	226
Homo_334368-334531	sp|Q9UJK0|TSR3_HUMAN	164	0.526	(59, 230)	171	0.548	312
Homo_15092-15234	sp|Q9NQ50|RM40_HUMAN	143	0.694	(45, 198)	153	0.743	206
Homo_110808-111141	sp|Q9UJ70|NAGK_HUMAN	157	0.456	(2, 161)	159	0.462	344
Homo_69693-70090	sp|O75907|DGAT1_HUMAN	206	0.422	(68, 488)	420	0.861	488
Homo_204433-204711	sp|Q96DF8|DGC14_HUMAN	199	0.418	(29, 399)	370	0.777	476
Homo_326004-326290	sp|Q6NSI8|K1841_HUMAN	287	0.400	(146, 455)	309	0.430	718
Homo_79491-79686	sp|P49755|TMEDA_HUMAN	126	0.575	(21, 187)	166	0.758	219
Homo_208291-208936	sp|Q9NVU7|SDA1_HUMAN	646	0.940	(4, 686)	682	0.993	687
Homo_361284-361606	sp|Q8N6Q8|MET25_HUMAN	115	0.191	(365, 603)	238	0.395	603
Homo_193912-194167	sp|P49406|RM19_HUMAN	255	0.873	(29, 292)	263	0.901	292
Homo_305800-306203	sp|Q9Y5K1|SPO11_HUMAN	351	0.886	(3, 396)	393	0.992	396
Homo_334532-334828	sp|O75792|RNH2A_HUMAN	296	0.990	(0, 299)	299	1.000	299
Homo_82933-83420	sp|Q13564|ULA1_HUMAN	111	0.208	(6, 399)	393	0.736	534
Homo_37236-37746	sp|Q9BX10|GTPB2_HUMAN	511	0.849	(58, 591)	533	0.885	602
Homo_3786-4054	sp|Q9UHW5|GPN3_HUMAN	269	0.947	(1, 272)	271	0.954	284
Homo_135546-135992	sp|P0CG08|GPHRB_HUMAN	421	0.925	(25, 453)	428	0.941	455
Homo_4055-4445	sp|Q5QP82|DCA10_HUMAN	386	0.691	(118, 559)	441	0.789	559
Homo_182192-182474	sp|Q9NVM6|DJC17_HUMAN	282	0.928	(5, 298)	293	0.964	304
Homo_263721-264108	sp|Q13610|PWP1_HUMAN	340	0.679	(85, 462)	377	0.752	501
Homo_260383-260516	sp|P50914|RL14_HUMAN	134	0.623	(0, 134)	134	0.623	215
Homo_252775-253256	sp|O94923|GLCE_HUMAN	482	0.781	(106, 616)	510	0.827	617
Homo_266132-266554	sp|Q9Y6V7|DDX49_HUMAN	240	0.497	(107, 483)	376	0.778	483
Homo_186521-188212	sp|Q92621|NU205_HUMAN	1684	0.837	(12, 2009)	1997	0.993	2012
Homo_325237-325678	sp|O94972|TRI37_HUMAN	334	0.346	(122, 458)	336	0.349	964
Homo_360948-361283	sp|A0AVI4|TM129_HUMAN	336	0.928	(3, 361)	358	0.989	362
Homo_345792-346904	sp|Q8TEQ8|PIGO_HUMAN	659	0.605	(0, 1089)	1089	1.000	1089
Homo_195553-195811	sp|O43148|MCES_HUMAN	121	0.254	(178, 455)	277	0.582	476
Homo_115541-115859	sp|Q96A29|FUCT1_HUMAN	319	0.876	(33, 355)	322	0.885	364
Homo_302356-303039	sp|Q86XP3|DDX42_HUMAN	663	0.707	(36, 937)	901	0.961	938
Homo_258112-258563	sp|P50336|PPOX_HUMAN	171	0.358	(3, 470)	467	0.979	477
Homo_113869-114250	sp|Q96P11|NSUN5_HUMAN	382	0.890	(1, 427)	426	0.993	429
Homo_14214-14585	sp|Q6P988|NOTUM_HUMAN	372	0.750	(70, 459)	389	0.784	496
Homo_260146-260382	sp|Q8N5C7|DTWD1_HUMAN	58	0.191	(32, 94)	62	0.204	304
Homo_134007-134558	sp|Q9NYH9|UTP6_HUMAN	548	0.918	(0, 596)	596	0.998	597
Homo_214411-214885	sp|O14730|RIOK3_HUMAN	473	0.911	(20, 508)	488	0.940	519
Homo_217352-217810	sp|Q9UQ13|SHOC2_HUMAN	414	0.711	(86, 579)	493	0.847	582
Homo_225878-225989	sp|O95169|NDUB8_HUMAN	110	0.591	(44, 178)	134	0.720	186
Homo_306407-306670	sp|Q99836|MYD88_HUMAN	253	0.855	(16, 296)	280	0.946	296
Homo_129483-130339	sp|O95427|PIGN_HUMAN	857	0.921	(0, 929)	929	0.998	931
Homo_258564-258854	sp|P13994|CC130_HUMAN	158	0.399	(0, 159)	159	0.402	396
Homo_277062-277276	sp|Q9NQT5|EXOS3_HUMAN	215	0.782	(25, 274)	249	0.905	275
Homo_224495-224645	sp|O43181|NDUS4_HUMAN	96	0.549	(17, 120)	103	0.589	175
Homo_1-100	sp|Q5M9Q1|NKAPL_HUMAN	100	0.249	(295, 398)	103	0.256	402
Homo_118479-118605	sp|P35544|UBIM_HUMAN	127	0.955	(0, 133)	133	1.000	133
Homo_24907-25043	sp|Q96EL2|RT24_HUMAN	137	0.820	(29, 166)	137	0.820	167
Homo_178767-178881	sp|O14521|DHSD_HUMAN	54	0.340	(57, 159)	102	0.642	159
Homo_172711-173159	sp|Q15291|RBBP5_HUMAN	449	0.835	(0, 489)	489	0.909	538
Homo_116384-116554	sp|Q9Y248|PSF2_HUMAN	171	0.924	(0, 173)	173	0.935	185
Homo_337513-337631	sp|O00488|ZN593_HUMAN	116	0.866	(1, 134)	133	0.993	134
Homo_235202-235402	sp|P40429|RL13A_HUMAN	143	0.704	(1, 203)	202	0.995	203
Homo_118793-119182	sp|Q9H3H5|GPT_HUMAN	390	0.956	(7, 406)	399	0.978	408
Homo_93862-94276	sp|P22234|PUR6_HUMAN	415	0.976	(3, 421)	418	0.984	425
Homo_315870-316080	sp|P07992|ERCC1_HUMAN	211	0.710	(85, 297)	212	0.714	297
Homo_244523-244706	sp|Q96EK6|GNA1_HUMAN	163	0.886	(0, 163)	163	0.886	184
Homo_124264-124386	sp|P14678|RSMB_HUMAN	123	0.512	(10, 144)	134	0.558	240
Homo_268818-269514	sp|Q96GQ7|DDX27_HUMAN	83	0.104	(35, 796)	761	0.956	796
Homo_255962-256089	sp|Q16514|TAF12_HUMAN	128	0.795	(0, 161)	161	1.000	161
Homo_383541-383854	sp|Q15814|TBCC_HUMAN	307	0.887	(24, 344)	320	0.925	346
Homo_294557-294965	sp|Q9BUQ8|DDX23_HUMAN	409	0.499	(292, 731)	439	0.535	820
Homo_124984-125308	sp|P07858|CATB_HUMAN	260	0.749	(0, 340)	340	0.980	347
Homo_106918-107439	sp|O95391|SLU7_HUMAN	105	0.179	(18, 124)	106	0.181	586
Homo_218346-218718	sp|Q86VN1|VPS36_HUMAN	373	0.966	(1, 386)	385	0.997	386
Homo_170281-170686	sp|Q7KZN9|COX15_HUMAN	378	0.922	(4, 408)	404	0.985	410
Homo_142854-143091	sp|P24539|AT5F1_HUMAN	237	0.926	(0, 250)	250	0.977	256
Homo_141399-141771	sp|Q9NVH0|EXD2_HUMAN	105	0.169	(125, 239)	114	0.184	621
Homo_173785-174315	sp|O94826|TOM70_HUMAN	484	0.796	(107, 608)	501	0.824	608
Homo_171413-171637	sp|Q9NRX1|PNO1_HUMAN	109	0.433	(8, 220)	212	0.841	252
Homo_316940-317188	sp|O14733|MP2K7_HUMAN	249	0.594	(91, 358)	267	0.637	419
Homo_167996-168306	sp|Q9UQ88|CD11A_HUMAN	311	0.397	(417, 741)	324	0.414	783
Homo_282727-283844	sp|Q92545|TM131_HUMAN	86	0.046	(1021, 1193)	172	0.091	1883
Homo_319522-319756	sp|O75663|TIPRL_HUMAN	163	0.599	(8, 181)	173	0.636	272
Homo_248051-248179	sp|Q9NPJ8|NXT2_HUMAN	129	0.908	(5, 138)	133	0.937	142
Homo_215813-216005	sp|Q9Y535|RPC8_HUMAN	193	0.946	(0, 202)	202	0.990	204
Homo_292707-292964	sp|O14618|CCS_HUMAN	66	0.241	(182, 250)	68	0.248	274
Homo_358591-358710	sp|Q9BRA2|TXD17_HUMAN	95	0.772	(2, 122)	120	0.976	123
Homo_348335-348523	sp|O95721|SNP29_HUMAN	136	0.527	(93, 253)	160	0.620	258
Homo_246800-247155	sp|Q9BQ90|KLDC3_HUMAN	354	0.927	(1, 362)	361	0.945	382
Homo_274994-275296	sp|Q12893|TM115_HUMAN	302	0.860	(0, 310)	310	0.883	351
Homo_273113-273586	sp|Q10713|MPPA_HUMAN	103	0.196	(41, 146)	105	0.200	525
Homo_207060-207571	sp|P54577|SYYC_HUMAN	512	0.970	(3, 528)	525	0.994	528
Homo_127972-128295	sp|Q5JPH6|SYEM_HUMAN	324	0.620	(35, 380)	345	0.660	523
Homo_53735-54327	sp|Q9NQW7|XPP1_HUMAN	593	0.952	(3, 619)	616	0.989	623
Homo_50694-51067	sp|P60484|PTEN_HUMAN	371	0.921	(0, 394)	394	0.978	403
Homo_357054-357476	sp|Q96KC8|DNJC1_HUMAN	416	0.751	(27, 553)	526	0.949	554
Homo_266869-266992	sp|P30049|ATPD_HUMAN	124	0.738	(37, 166)	129	0.768	168
Homo_230633-230843	sp|Q8WVC6|DCAKD_HUMAN	211	0.913	(0, 216)	216	0.935	231
Homo_243636-243953	sp|P31350|RIR2_HUMAN	270	0.694	(68, 339)	271	0.697	389
Homo_216738-216944	sp|P62826|RAN_HUMAN	207	0.958	(8, 216)	208	0.963	216
Homo_353565-353975	sp|O75528|TADA3_HUMAN	344	0.796	(0, 369)	369	0.854	432
Homo_242040-242213	sp|Q9NX18|SDHF2_HUMAN	85	0.512	(3, 166)	163	0.982	166
Homo_234087-234429	sp|Q5MNZ6|WIPI3_HUMAN	174	0.506	(0, 344)	344	1.000	344
Homo_281538-281732	sp|Q8IYB3|SRRM1_HUMAN	195	0.216	(3, 208)	205	0.227	904
Homo_160022-160691	sp|Q9BSC4|NOL10_HUMAN	618	0.898	(0, 685)	685	0.996	688
Homo_47074-47735	sp|Q969S9|RRF2M_HUMAN	620	0.796	(70, 773)	703	0.902	779
Homo_228877-229055	sp|Q9UNL2|SSRG_HUMAN	131	0.708	(52, 185)	133	0.719	185
Homo_245499-245654	sp|Q9BRN9|TM2D3_HUMAN	118	0.478	(81, 246)	165	0.668	247
Homo_119183-119622	sp|Q6UX04|CWC27_HUMAN	434	0.919	(0, 466)	466	0.987	472
Homo_273587-273803	sp|Q9BSB4|ATGA1_HUMAN	217	0.995	(1, 218)	217	0.995	218
Homo_281897-282276	sp|Q6GMV2|SMYD5_HUMAN	380	0.909	(20, 402)	382	0.914	418
Homo_232137-232512	sp|Q8IUH3|RBM45_HUMAN	103	0.216	(371, 475)	104	0.218	476
Homo_157248-157802	sp|Q96BT7|ALKB8_HUMAN	197	0.297	(13, 474)	461	0.694	664
Homo_134939-135270	sp|Q8WUA2|PPIL4_HUMAN	332	0.675	(0, 332)	332	0.675	492
Homo_135271-135545	sp|P19387|RPB3_HUMAN	46	0.167	(0, 46)	46	0.167	275
Homo_160692-161456	sp|Q6IA86|ELP2_HUMAN	690	0.835	(3, 824)	821	0.994	826
Homo_163170-163439	sp|P29084|T2EB_HUMAN	185	0.636	(0, 198)	198	0.680	291
Homo_13050-13377	sp|P53609|PGTB1_HUMAN	328	0.870	(16, 360)	344	0.912	377
Homo_175739-176287	sp|Q96C11|FGGY_HUMAN	500	0.907	(6, 515)	509	0.924	551
Homo_269741-269946	sp|Q9H1N7|S35B3_HUMAN	206	0.514	(158, 369)	211	0.526	401
Homo_383855-384104	sp|Q9Y3A4|RRP7A_HUMAN	248	0.886	(19, 280)	261	0.932	280
Homo_327634-327922	sp|Q9UNI6|DUS12_HUMAN	289	0.850	(26, 331)	305	0.897	340
Homo_25417-25562	sp|Q96GY3|LIN37_HUMAN	145	0.589	(66, 245)	179	0.728	246
Homo_207572-208290	sp|Q9NXE4|NSMA3_HUMAN	237	0.287	(172, 553)	381	0.461	827
Homo_43145-43442	sp|Q15435|PP1R7_HUMAN	287	0.797	(60, 348)	288	0.800	360
Homo_162385-162751	sp|Q14457|BECN1_HUMAN	335	0.744	(106, 449)	343	0.762	450
Homo_13759-13995	sp|Q8NBA8|DTWD2_HUMAN	237	0.795	(46, 285)	239	0.802	298
Homo_322753-323104	sp|Q96JJ7|TMX3_HUMAN	352	0.774	(47, 409)	362	0.796	455
Homo_231707-232136	sp|Q14728|MFS10_HUMAN	421	0.925	(20, 447)	427	0.938	455
Homo_114627-115066	sp|Q969N2|PIGT_HUMAN	270	0.467	(26, 556)	530	0.917	578
Homo_37990-38404	sp|Q9HAT1|LMA1L_HUMAN	107	0.203	(0, 153)	153	0.291	526
Homo_360726-360947	sp|Q9Y375|CIA30_HUMAN	162	0.495	(88, 327)	239	0.731	327
