partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_sapiens_69295-69522	sp|P09661|RU2A_HUMAN	195	0.765	(0, 230)	230	0.902	255
Homo_sapiens_9236-9394	sp|Q9UJU6|DBNL_HUMAN	154	0.358	(45, 428)	383	0.891	430
Homo_sapiens_79471-79617	sp|Q15185|TEBP_HUMAN	124	0.775	(3, 160)	157	0.981	160
Homo_sapiens_28095-28345	sp|Q9NT62|ATG3_HUMAN	222	0.707	(18, 309)	291	0.927	314
Homo_sapiens_43625-43842	sp|Q9UHD1|CHRD1_HUMAN	193	0.581	(4, 312)	308	0.928	332
Homo_sapiens_6150-6422	sp|P30405|PPIF_HUMAN	204	0.986	(0, 205)	205	0.990	207
Homo_sapiens_77332-77741	sp|Q9BUQ8|DDX23_HUMAN	396	0.483	(355, 816)	461	0.562	820
Homo_sapiens_54414-54629	sp|Q9Y314|NOSIP_HUMAN	200	0.664	(0, 292)	292	0.970	301
Homo_sapiens_69011-69294	sp|O75312|ZPR1_HUMAN	268	0.584	(45, 357)	312	0.680	459
Homo_sapiens_22537-22805	sp|P48643|TCPE_HUMAN	258	0.477	(276, 534)	258	0.477	541
Homo_sapiens_81553-81759	sp|Q9Y4P1|ATG4B_HUMAN	192	0.489	(44, 323)	279	0.710	393
Homo_sapiens_38689-38789	sp|Q15388|TOM20_HUMAN	98	0.676	(9, 126)	117	0.807	145
Homo_sapiens_25712-25913	sp|P62424|RL7A_HUMAN	197	0.741	(10, 245)	235	0.883	266
Homo_sapiens_70702-70785	sp|P62306|RUXF_HUMAN	81	0.942	(3, 84)	81	0.942	86
Homo_sapiens_37692-37957	sp|P27694|RFA1_HUMAN	247	0.401	(343, 610)	267	0.433	616
Homo_sapiens_26651-27029	sp|P54578|UBP14_HUMAN	355	0.719	(0, 480)	480	0.972	494
Homo_sapiens_47792-47931	sp|Q9UBQ5|EIF3K_HUMAN	136	0.624	(14, 218)	204	0.936	218
Homo_sapiens_11153-11400	sp|P38117|ETFB_HUMAN	238	0.933	(4, 250)	246	0.965	255
Homo_sapiens_24767-24924	sp|Q99848|EBP2_HUMAN	146	0.477	(63, 298)	235	0.768	306
Homo_sapiens_10819-11004	sp|Q9Y266|NUDC_HUMAN	172	0.520	(157, 329)	172	0.520	331
Homo_sapiens_94-313	sp|P08574|CY1_HUMAN	208	0.640	(83, 291)	208	0.640	325
Homo_sapiens_39944-40181	sp|O96008|TOM40_HUMAN	216	0.598	(79, 357)	278	0.770	361
Homo_sapiens_50364-50476	sp|O75348|VATG1_HUMAN	113	0.958	(0, 113)	113	0.958	118
Homo_sapiens_33609-33733	sp|Q9NQP4|PFD4_HUMAN	119	0.888	(11, 130)	119	0.888	134
Homo_sapiens_53705-53814	sp|P51970|NDUA8_HUMAN	107	0.622	(12, 119)	107	0.622	172
Homo_sapiens_57876-58061	sp|O75937|DNJC8_HUMAN	177	0.700	(27, 226)	199	0.787	253
Homo_sapiens_72979-73107	sp|P61970|NTF2_HUMAN	111	0.874	(13, 124)	111	0.874	127
Homo_sapiens_39247-39401	sp|Q9Y548|YIPF1_HUMAN	144	0.471	(76, 281)	205	0.670	306
Homo_sapiens_80195-80345	sp|O00422|SAP18_HUMAN	122	0.797	(20, 151)	131	0.856	153
Homo_sapiens_7089-7217	sp|Q01658|NC2B_HUMAN	122	0.693	(8, 130)	122	0.693	176
Homo_sapiens_19288-19433	sp|P52434|RPAB3_HUMAN	125	0.833	(4, 147)	143	0.953	150
Homo_sapiens_32430-32623	sp|O43148|MCES_HUMAN	187	0.393	(148, 474)	326	0.685	476
Homo_sapiens_28875-29195	sp|P21953|ODBB_HUMAN	315	0.804	(71, 392)	321	0.819	392
Homo_sapiens_80346-80685	sp|O75083|WDR1_HUMAN	311	0.513	(12, 323)	311	0.513	606
Homo_sapiens_44769-44948	sp|Q96A33|CCD47_HUMAN	169	0.350	(121, 458)	337	0.698	483
Homo_sapiens_2018-2192	sp|Q9Y5M8|SRPRB_HUMAN	153	0.565	(67, 249)	182	0.672	271
Homo_sapiens_52078-52290	sp|O15541|R113A_HUMAN	206	0.601	(99, 316)	217	0.633	343
Homo_sapiens_10402-10616	sp|Q96C74|ROP1L_HUMAN	206	0.896	(5, 227)	222	0.965	230
Homo_sapiens_68593-68852	sp|P10768|ESTD_HUMAN	234	0.830	(9, 276)	267	0.947	282
Homo_sapiens_11005-11152	sp|P43307|SSRA_HUMAN	143	0.500	(70, 220)	150	0.524	286
Homo_sapiens_16589-16846	sp|P60900|PSA6_HUMAN	238	0.967	(0, 246)	246	1.000	246
Homo_sapiens_18131-18248	sp|P47813|IF1AX_HUMAN	116	0.806	(0, 116)	116	0.806	144
Homo_sapiens_44457-44768	sp|P35250|RFC2_HUMAN	309	0.873	(36, 345)	309	0.873	354
Homo_sapiens_54910-55191	sp|P47756|CAPZB_HUMAN	244	0.881	(4, 249)	245	0.884	277
Homo_sapiens_44949-45132	sp|P48556|PSMD8_HUMAN	173	0.494	(115, 350)	235	0.671	350
Homo_sapiens_58197-58350	sp|P41227|NAA10_HUMAN	146	0.621	(1, 151)	150	0.638	235
Homo_sapiens_82518-82683	sp|O76021|RL1D1_HUMAN	151	0.308	(35, 264)	229	0.467	490
Homo_sapiens_33734-34051	sp|Q86TM6|SYVN1_HUMAN	293	0.475	(28, 330)	302	0.489	617
Homo_sapiens_87304-87533	sp|P28074|PSB5_HUMAN	210	0.798	(31, 256)	225	0.856	263
Homo_sapiens_14060-14168	sp|Q9BYG3|MK67I_HUMAN	102	0.348	(44, 183)	139	0.474	293
Homo_sapiens_59061-59209	sp|O15514|RPB4_HUMAN	129	0.908	(13, 142)	129	0.908	142
Homo_sapiens_6735-6878	sp|Q9Y5S9|RBM8A_HUMAN	124	0.713	(17, 154)	137	0.787	174
Homo_sapiens_70406-70495	sp|P14927|QCR7_HUMAN	84	0.757	(19, 109)	90	0.811	111
Homo_sapiens_29639-29763	sp|Q16864|VATF_HUMAN	113	0.950	(6, 119)	113	0.950	119
Homo_sapiens_36702-36854	sp|P51572|BAP31_HUMAN	147	0.598	(0, 226)	226	0.919	246
Homo_sapiens_13640-13858	sp|O00303|EIF3F_HUMAN	197	0.552	(95, 348)	253	0.709	357
Homo_sapiens_37480-37691	sp|Q99633|PRP18_HUMAN	201	0.588	(0, 334)	334	0.977	342
Homo_sapiens_13230-13422	sp|P40429|RL13A_HUMAN	181	0.892	(0, 181)	181	0.892	203
Homo_sapiens_65824-65972	sp|Q9BUP3|HTAI2_HUMAN	138	0.570	(24, 210)	186	0.769	242
Homo_sapiens_51195-51412	sp|P49720|PSB3_HUMAN	205	1.000	(0, 205)	205	1.000	205
Homo_sapiens_72607-72978	sp|Q9Y295|DRG1_HUMAN	367	1.000	(0, 367)	367	1.000	367
Homo_sapiens_61608-61817	sp|P26373|RL13_HUMAN	196	0.929	(0, 197)	197	0.934	211
Homo_sapiens_9028-9235	sp|Q96RQ1|ERGI2_HUMAN	187	0.496	(16, 330)	314	0.833	377
Homo_sapiens_30292-30461	sp|O60869|EDF1_HUMAN	141	0.953	(0, 141)	141	0.953	148
Homo_sapiens_20363-20551	sp|P61086|UBE2K_HUMAN	177	0.885	(7, 197)	190	0.950	200
Homo_sapiens_47286-47481	sp|Q07020|RL18_HUMAN	187	0.995	(0, 187)	187	0.995	188
Homo_sapiens_36398-36701	sp|Q9H871|RMD5A_HUMAN	282	0.721	(9, 391)	382	0.977	391
Homo_sapiens_58609-58948	sp|Q10713|MPPA_HUMAN	323	0.615	(69, 501)	432	0.823	525
Homo_sapiens_30797-31008	sp|P41214|EIF2D_HUMAN	189	0.324	(0, 505)	505	0.865	584
Homo_sapiens_30049-30291	sp|P15374|UCHL3_HUMAN	210	0.913	(5, 227)	222	0.965	230
Homo_sapiens_79183-79300	sp|Q9UI09|NDUAC_HUMAN	98	0.676	(28, 139)	111	0.766	145
Homo_sapiens_86163-86399	sp|P28070|PSB4_HUMAN	209	0.792	(45, 262)	217	0.822	264
Homo_sapiens_51634-51824	sp|O95336|6PGL_HUMAN	181	0.702	(32, 248)	216	0.837	258
Homo_sapiens_3573-3954	sp|Q9Y450|HBS1L_HUMAN	352	0.515	(309, 682)	373	0.545	684
Homo_sapiens_60330-60536	sp|Q04323|UBXN1_HUMAN	179	0.603	(9, 230)	221	0.744	297
Homo_sapiens_50707-50874	sp|O75586|MED6_HUMAN	147	0.598	(13, 189)	176	0.715	246
Homo_sapiens_19703-19892	sp|P49721|PSB2_HUMAN	188	0.935	(0, 188)	188	0.935	201
Homo_sapiens_76759-76889	sp|P42766|RL35_HUMAN	123	1.000	(0, 123)	123	1.000	123
Homo_sapiens_83613-83757	sp|Q96A72|MGN2_HUMAN	140	0.946	(6, 148)	142	0.959	148
Homo_sapiens_3077-3286	sp|Q13190|STX5_HUMAN	210	0.592	(57, 351)	294	0.828	355
Homo_sapiens_8743-8869	sp|Q9Y3B7|RM11_HUMAN	127	0.661	(23, 156)	133	0.693	192
Homo_sapiens_34719-34837	sp|P61803|DAD1_HUMAN	109	0.965	(4, 113)	109	0.965	113
Homo_sapiens_5788-5982	sp|P61599|NAA20_HUMAN	169	0.949	(0, 174)	174	0.978	178
Homo_sapiens_65615-65823	sp|O43929|ORC4_HUMAN	192	0.440	(46, 346)	300	0.688	436
Homo_sapiens_87787-87976	sp|Q9NUM3|S39A9_HUMAN	177	0.577	(13, 298)	285	0.928	307
Homo_sapiens_38469-38688	sp|O76003|GLRX3_HUMAN	189	0.564	(34, 263)	229	0.684	335
Homo_sapiens_70786-70982	sp|P30085|KCY_HUMAN	178	0.908	(2, 192)	190	0.969	196
Homo_sapiens_45774-46018	sp|Q9H477|RBSK_HUMAN	218	0.677	(21, 273)	252	0.783	322
Homo_sapiens_54630-54774	sp|Q9Y3D0|MIP18_HUMAN	131	0.804	(11, 159)	148	0.908	163
Homo_sapiens_37040-37282	sp|P25788|PSA3_HUMAN	231	0.906	(7, 241)	234	0.918	255
Homo_sapiens_6504-6734	sp|Q8TDN6|BRX1_HUMAN	213	0.603	(55, 276)	221	0.626	353
Homo_sapiens_82842-83076	sp|O95926|SYF2_HUMAN	202	0.831	(36, 242)	206	0.848	243
Homo_sapiens_34973-35163	sp|Q99426|TBCB_HUMAN	180	0.738	(10, 236)	226	0.926	244
Homo_sapiens_34240-34332	sp|O75380|NDUS6_HUMAN	80	0.645	(39, 119)	80	0.645	124
Homo_sapiens_50137-50363	sp|Q9HBU6|EKI1_HUMAN	220	0.487	(145, 448)	303	0.670	452
Homo_sapiens_68128-68305	sp|Q9Y399|RT02_HUMAN	175	0.591	(66, 261)	195	0.659	296
Homo_sapiens_8475-8742	sp|Q13011|ECH1_HUMAN	257	0.784	(54, 328)	274	0.835	328
Homo_sapiens_40182-40449	sp|Q9P1Q0|VPS54_HUMAN	256	0.262	(208, 905)	697	0.713	977
Homo_sapiens_64404-64586	sp|Q9P013|CWC15_HUMAN	170	0.742	(0, 229)	229	1.000	229
Homo_sapiens_59471-59655	sp|Q9GZP4|PITH1_HUMAN	170	0.806	(29, 199)	170	0.806	211
Homo_sapiens_65327-65614	sp|O14929|HAT1_HUMAN	263	0.628	(50, 409)	359	0.857	419
Homo_sapiens_53577-53704	sp|P05386|RLA1_HUMAN	111	0.974	(2, 114)	112	0.982	114
Homo_sapiens_59656-59881	sp|P19404|NDUV2_HUMAN	212	0.851	(37, 249)	212	0.851	249
Homo_sapiens_12807-12967	sp|P61758|PFD3_HUMAN	154	0.782	(23, 188)	165	0.838	197
Homo_sapiens_70983-71228	sp|P55036|PSMD4_HUMAN	229	0.607	(0, 294)	294	0.780	377
Homo_sapiens_1643-1728	sp|Q14684|RRP1B_HUMAN	78	0.103	(15, 176)	161	0.212	758
Homo_sapiens_29322-29638	sp|Q9BQ67|GRWD1_HUMAN	300	0.673	(44, 444)	400	0.897	446
Homo_sapiens_38790-38988	sp|Q9NVM6|DJC17_HUMAN	168	0.553	(12, 246)	234	0.770	304
Homo_sapiens_71634-72078	sp|Q9Y230|RUVB2_HUMAN	436	0.942	(11, 447)	436	0.942	463
Homo_sapiens_54209-54413	sp|Q96FW1|OTUB1_HUMAN	194	0.716	(26, 269)	243	0.897	271
Homo_sapiens_64235-64403	sp|Q15526|SURF1_HUMAN	158	0.527	(65, 277)	212	0.707	300
Homo_sapiens_20184-20362	sp|Q7L2H7|EIF3M_HUMAN	166	0.444	(149, 357)	208	0.556	374
Homo_sapiens_2520-2685	sp|Q9NR50|EI2BG_HUMAN	138	0.305	(5, 236)	231	0.511	452
Homo_sapiens_86400-86639	sp|P19388|RPAB1_HUMAN	209	0.995	(0, 209)	209	0.995	210
Homo_sapiens_58062-58196	sp|P62910|RL32_HUMAN	130	0.963	(5, 135)	130	0.963	135
Homo_sapiens_9648-9915	sp|P62701|RS4X_HUMAN	255	0.970	(0, 255)	255	0.970	263
Homo_sapiens_79055-79182	sp|P62847|RS24_HUMAN	125	0.940	(5, 130)	125	0.940	133
Homo_sapiens_85167-85572	sp|Q9Y6V7|DDX49_HUMAN	384	0.795	(3, 483)	480	0.994	483
Homo_sapiens_31842-32009	sp|Q9BW85|CCD94_HUMAN	147	0.455	(0, 163)	163	0.505	323
Homo_sapiens_74298-74638	sp|O95363|SYFM_HUMAN	323	0.716	(54, 429)	375	0.831	451
Homo_sapiens_50875-51194	sp|O60884|DNJA2_HUMAN	296	0.718	(8, 356)	348	0.845	412
Homo_sapiens_18908-18985	sp|P63220|RS21_HUMAN	77	0.928	(0, 77)	77	0.928	83
Homo_sapiens_43173-43342	sp|Q9BY42|RTF2_HUMAN	158	0.516	(0, 201)	201	0.657	306
Homo_sapiens_77742-77881	sp|P83731|RL24_HUMAN	131	0.834	(3, 151)	148	0.943	157
Homo_sapiens_14517-14687	sp|O43752|STX6_HUMAN	171	0.671	(4, 234)	230	0.902	255
Homo_sapiens_77882-78153	sp|P63244|RACK1_HUMAN	265	0.836	(2, 267)	265	0.836	317
Homo_sapiens_15363-15684	sp|Q5MNZ6|WIPI3_HUMAN	280	0.814	(11, 327)	316	0.919	344
Homo_sapiens_29196-29321	sp|A6NNA2|SRRM3_HUMAN	115	0.193	(4, 272)	268	0.449	597
Homo_sapiens_31350-31841	sp|Q9NVU7|SDA1_HUMAN	450	0.655	(15, 681)	666	0.969	687
Homo_sapiens_28690-28874	sp|Q3ZCQ8|TIM50_HUMAN	171	0.484	(127, 298)	171	0.484	353
Homo_sapiens_52534-52717	sp|Q9UJA5|TRM6_HUMAN	166	0.334	(19, 442)	423	0.851	497
Homo_sapiens_11691-11938	sp|Q9HCN4|GPN1_HUMAN	236	0.631	(25, 271)	246	0.658	374
Homo_sapiens_57614-57875	sp|Q15435|PP1R7_HUMAN	239	0.664	(102, 352)	250	0.694	360
Homo_sapiens_22084-22319	sp|Q96H20|SNF8_HUMAN	211	0.818	(2, 235)	233	0.903	258
Homo_sapiens_26223-26351	sp|P0DI82|TPC2B_HUMAN	119	0.850	(4, 138)	134	0.957	140
Homo_sapiens_76191-76566	sp|Q9BZG8|DPH1_HUMAN	354	0.799	(31, 397)	366	0.826	443
Homo_sapiens_74779-74939	sp|Q9H1M0|N62CL_HUMAN	108	0.587	(76, 184)	108	0.587	184
Homo_sapiens_83326-83612	sp|Q9BU89|DOHH_HUMAN	248	0.821	(13, 291)	278	0.921	302
Homo_sapiens_60009-60081	sp|P14854|CX6B1_HUMAN	73	0.849	(13, 86)	73	0.849	86
Homo_sapiens_41144-41475	sp|Q9NW82|WDR70_HUMAN	201	0.307	(109, 654)	545	0.833	654
Homo_sapiens_77154-77331	sp|P62487|RPB7_HUMAN	169	0.983	(0, 169)	169	0.983	172
Homo_sapiens_16286-16588	sp|Q8TAT6|NPL4_HUMAN	281	0.462	(7, 388)	381	0.627	608
Homo_sapiens_46211-46430	sp|O60264|SMCA5_HUMAN	212	0.202	(796, 1025)	229	0.218	1052
Homo_sapiens_76022-76190	sp|P51946|CCNH_HUMAN	165	0.511	(1, 280)	279	0.864	323
Homo_sapiens_23359-23753	sp|Q15029|U5S1_HUMAN	375	0.386	(588, 966)	378	0.389	972
Homo_sapiens_42371-42578	sp|Q9UK41|VPS28_HUMAN	199	0.900	(19, 219)	200	0.905	221
Homo_sapiens_22806-22917	sp|P18077|RL35A_HUMAN	106	0.964	(3, 109)	106	0.964	110
Homo_sapiens_83941-84275	sp|O76094|SRP72_HUMAN	307	0.458	(82, 604)	522	0.778	671
