partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_sapiens_114177-114266	sp|P48506|GSH1_HUMAN	90	0.141	(394, 488)	94	0.148	637
Homo_sapiens_114267-114441	sp|Q9UNS2|CSN3_HUMAN	175	0.414	(138, 406)	268	0.634	423
Homo_sapiens_114957-115146	sp|Q92696|PGTA_HUMAN	188	0.332	(0, 430)	430	0.758	567
Homo_sapiens_115147-115492	sp|Q99613|EIF3C_HUMAN	339	0.369	(128, 867)	739	0.805	918
Homo_sapiens_116218-116356	sp|Q17R89|RHG44_HUMAN	130	0.159	(0, 446)	446	0.545	819
Homo_sapiens_116561-116688	sp|Q8IYB3|SRRM1_HUMAN	127	0.140	(0, 141)	141	0.156	904
Homo_sapiens_116689-117540	sp|O60306|AQR_HUMAN	840	0.566	(92, 1340)	1248	0.840	1485
Homo_sapiens_117541-117786	sp|Q8TF05|PP4R1_HUMAN	246	0.259	(136, 928)	792	0.834	950
Homo_sapiens_117787-118083	sp|P53597|SUCA_HUMAN	297	0.858	(42, 339)	297	0.858	346
Homo_sapiens_118174-118273	sp|Q9P1Z9|CC180_HUMAN	53	0.032	(700, 1453)	753	0.457	1646
Homo_sapiens_118274-118439	sp|Q9BY32|ITPA_HUMAN	161	0.830	(10, 186)	176	0.907	194
Homo_sapiens_119045-119526	sp|Q8IWG1|WDR63_HUMAN	452	0.507	(40, 878)	838	0.941	891
Homo_sapiens_119527-119973	sp|Q9NTI5|PDS5B_HUMAN	430	0.297	(29, 1098)	1069	0.739	1447
Homo_sapiens_119974-120394	sp|Q13724|MOGS_HUMAN	375	0.448	(107, 837)	730	0.872	837
Homo_sapiens_120744-121210	sp|Q8IV36|HID1_HUMAN	456	0.579	(71, 787)	716	0.909	788
Homo_sapiens_121211-121718	sp|Q9Y4C8|RBM19_HUMAN	489	0.509	(1, 927)	926	0.965	960
Homo_sapiens_121719-121819	sp|Q12893|TM115_HUMAN	98	0.279	(44, 296)	252	0.718	351
Homo_sapiens_121820-122342	sp|Q96MR6|CFA57_HUMAN	498	0.398	(526, 1108)	582	0.466	1250
Homo_sapiens_122343-122441	sp|Q6PGP7|TTC37_HUMAN	97	0.062	(714, 907)	193	0.123	1564
Homo_sapiens_122442-123212	sp|P23378|GCSP_HUMAN	758	0.743	(81, 1001)	920	0.902	1020
Homo_sapiens_123213-123546	sp|Q567U6|CCD93_HUMAN	325	0.515	(14, 627)	613	0.971	631
Homo_sapiens_123547-123668	sp|P23919|KTHY_HUMAN	118	0.557	(4, 152)	148	0.698	212
Homo_sapiens_123669-123871	sp|Q16831|UPP1_HUMAN	189	0.610	(30, 304)	274	0.884	310
Homo_sapiens_124227-124774	sp|Q5JTH9|RRP12_HUMAN	515	0.397	(15, 1297)	1282	0.988	1297
Homo_sapiens_124775-124902	sp|P33316|DUT_HUMAN	125	0.496	(115, 251)	136	0.540	252
Homo_sapiens_125156-125413	sp|Q13888|TF2H2_HUMAN	256	0.648	(7, 385)	378	0.957	395
Homo_sapiens_125414-125673	sp|Q14498|RBM39_HUMAN	255	0.481	(146, 508)	362	0.683	530
Homo_sapiens_125906-126120	sp|Q92545|TM131_HUMAN	194	0.103	(172, 1117)	945	0.502	1883
Homo_sapiens_126121-126556	sp|Q92889|XPF_HUMAN	424	0.463	(29, 902)	873	0.953	916
Homo_sapiens_126557-127130	sp|Q9Y2A7|NCKP1_HUMAN	565	0.501	(10, 1116)	1106	0.980	1128
Homo_sapiens_128478-129407	sp|P53396|ACLY_HUMAN	924	0.839	(1, 1097)	1096	0.995	1101
Homo_sapiens_129408-129619	sp|Q969S3|ZN622_HUMAN	209	0.438	(3, 476)	473	0.992	477
Homo_sapiens_129825-130028	sp|Q9H477|RBSK_HUMAN	194	0.602	(17, 313)	296	0.919	322
Homo_sapiens_130029-130217	sp|Q86SQ9|DHDDS_HUMAN	187	0.562	(20, 251)	231	0.694	333
Homo_sapiens_130218-130500	sp|P05388|RLA0_HUMAN	283	0.893	(0, 317)	317	1.000	317
Homo_sapiens_130687-130976	sp|Q9BPX3|CND3_HUMAN	287	0.283	(108, 805)	697	0.687	1015
Homo_sapiens_130977-131100	sp|Q12767|TMM94_HUMAN	124	0.091	(817, 1023)	206	0.152	1356
Homo_sapiens_131101-131486	sp|Q8N442|GUF1_HUMAN	386	0.577	(65, 647)	582	0.870	669
Homo_sapiens_131487-131734	sp|O60763|USO1_HUMAN	246	0.256	(107, 448)	341	0.354	962
Homo_sapiens_131735-131991	sp|P54098|DPOG1_HUMAN	257	0.207	(854, 1227)	373	0.300	1242
Homo_sapiens_131992-132128	sp|Q9H0G5|NSRP1_HUMAN	137	0.246	(4, 193)	189	0.339	558
Homo_sapiens_132129-132469	sp|Q9UGP8|SEC63_HUMAN	339	0.446	(3, 703)	700	0.921	760
Homo_sapiens_132746-133109	sp|Q9UP83|COG5_HUMAN	355	0.423	(77, 801)	724	0.863	839
Homo_sapiens_133110-133495	sp|O95391|SLU7_HUMAN	383	0.654	(26, 583)	557	0.951	586
Homo_sapiens_133496-133631	sp|Q92783|STAM1_HUMAN	135	0.250	(7, 377)	370	0.685	540
Homo_sapiens_133632-134040	sp|Q9Y285|SYFA_HUMAN	396	0.780	(21, 496)	475	0.935	508
Homo_sapiens_134041-134287	sp|P49643|PRI2_HUMAN	242	0.475	(25, 451)	426	0.837	509
Homo_sapiens_134288-134606	sp|P40938|RFC3_HUMAN	319	0.896	(0, 347)	347	0.975	356
Homo_sapiens_134607-135023	sp|Q5T2E6|CJ076_HUMAN	413	0.599	(22, 661)	639	0.927	689
Homo_sapiens_135024-135656	sp|Q9HCS7|SYF1_HUMAN	633	0.740	(20, 819)	799	0.935	855
Homo_sapiens_135657-135958	sp|Q4ADV7|RIC1_HUMAN	302	0.212	(422, 1118)	696	0.489	1423
Homo_sapiens_135959-136493	sp|O60841|IF2P_HUMAN	535	0.439	(628, 1220)	592	0.485	1220
Homo_sapiens_136494-136776	sp|Q7Z2Z2|EFL1_HUMAN	279	0.249	(19, 1118)	1099	0.981	1120
Homo_sapiens_136777-137141	sp|P08240|SRPRA_HUMAN	356	0.558	(0, 637)	637	0.998	638
Homo_sapiens_137142-137311	sp|Q15050|RRS1_HUMAN	169	0.463	(30, 275)	245	0.671	365
Homo_sapiens_137312-137565	sp|Q96J01|THOC3_HUMAN	252	0.718	(51, 346)	295	0.840	351
Homo_sapiens_138019-138254	sp|Q9Y2G1|MRF_HUMAN	235	0.204	(377, 700)	323	0.281	1151
Homo_sapiens_138255-138891	sp|Q7KZF4|SND1_HUMAN	619	0.680	(23, 909)	886	0.974	910
Homo_sapiens_138892-139231	sp|O00411|RPOM_HUMAN	335	0.272	(645, 1183)	538	0.437	1230
Homo_sapiens_139232-139529	sp|Q13144|EI2BE_HUMAN	232	0.322	(44, 684)	640	0.888	721
Homo_sapiens_139712-140486	sp|Q9UIA9|XPO7_HUMAN	775	0.713	(83, 1072)	989	0.910	1087
Homo_sapiens_140487-140641	sp|Q9Y5W8|SNX13_HUMAN	154	0.159	(223, 933)	710	0.733	968
Homo_sapiens_140642-141416	sp|P35606|COPB2_HUMAN	762	0.841	(6, 802)	796	0.879	906
Homo_sapiens_141417-141846	sp|Q8IXS2|CCD65_HUMAN	343	0.709	(17, 460)	443	0.915	484
Homo_sapiens_141847-142250	sp|Q9H270|VPS11_HUMAN	394	0.419	(325, 909)	584	0.621	941
Homo_sapiens_142479-142733	sp|Q9BPX6|MICU1_HUMAN	245	0.515	(104, 463)	359	0.754	476
Homo_sapiens_142734-142989	sp|Q9NP59|S40A1_HUMAN	243	0.426	(27, 527)	500	0.876	571
Homo_sapiens_143431-143796	sp|Q8IXI2|MIRO1_HUMAN	364	0.589	(4, 555)	551	0.892	618
Homo_sapiens_143797-144065	sp|Q9NV88|INT9_HUMAN	269	0.409	(25, 467)	442	0.672	658
Homo_sapiens_144066-144305	sp|Q15637|SF01_HUMAN	224	0.351	(41, 321)	280	0.438	639
Homo_sapiens_144306-144428	sp|Q8IWW6|RHG12_HUMAN	123	0.145	(629, 815)	186	0.220	846
Homo_sapiens_144772-145090	sp|Q13042|CDC16_HUMAN	314	0.506	(15, 515)	500	0.806	620
Homo_sapiens_145091-145318	sp|P78316|NOP14_HUMAN	221	0.258	(31, 854)	823	0.960	857
Homo_sapiens_145319-145489	sp|P22695|QCR2_HUMAN	160	0.353	(40, 453)	413	0.912	453
Homo_sapiens_146240-146494	sp|P49642|PRI1_HUMAN	253	0.602	(7, 354)	347	0.826	420
Homo_sapiens_146495-146662	sp|P67812|SC11A_HUMAN	168	0.939	(7, 179)	172	0.961	179
Homo_sapiens_147069-147212	sp|P24386|RAE1_HUMAN	142	0.217	(40, 614)	574	0.879	653
Homo_sapiens_147213-147331	sp|P42695|CNDD3_HUMAN	116	0.077	(919, 1109)	190	0.127	1498
Homo_sapiens_147332-147786	sp|Q8N3P4|VPS8_HUMAN	406	0.284	(225, 1285)	1060	0.742	1428
Homo_sapiens_147787-148032	sp|Q5JSH3|WDR44_HUMAN	245	0.268	(0, 850)	850	0.931	913
Homo_sapiens_148255-148549	sp|Q99543|DNJC2_HUMAN	284	0.457	(79, 607)	528	0.850	621
Homo_sapiens_148550-148840	sp|Q9NQ55|SSF1_HUMAN	254	0.537	(28, 337)	309	0.653	473
Homo_sapiens_148841-148988	sp|Q969M3|YIPF5_HUMAN	148	0.576	(86, 257)	171	0.665	257
Homo_sapiens_148989-149491	sp|Q658Y4|F91A1_HUMAN	499	0.595	(2, 772)	770	0.919	838
Homo_sapiens_149492-149591	sp|P43304|GPDM_HUMAN	100	0.138	(306, 424)	118	0.162	727
Homo_sapiens_149592-149847	sp|Q9UJX2|CDC23_HUMAN	256	0.429	(45, 535)	490	0.821	597
Homo_sapiens_150127-150447	sp|P60228|EIF3E_HUMAN	321	0.721	(0, 413)	413	0.928	445
Homo_sapiens_150448-150808	sp|Q9BXR0|TGT_HUMAN	356	0.883	(20, 402)	382	0.948	403
Homo_sapiens_150809-151179	sp|Q96KG9|SCYL1_HUMAN	371	0.459	(28, 536)	508	0.629	808
Homo_sapiens_151846-152200	sp|O43172|PRP4_HUMAN	355	0.680	(81, 521)	440	0.843	522
Homo_sapiens_152201-152417	sp|O75530|EED_HUMAN	209	0.474	(116, 439)	323	0.732	441
Homo_sapiens_152418-152730	sp|Q8IXH7|NELFD_HUMAN	313	0.531	(46, 552)	506	0.858	590
Homo_sapiens_152731-153007	sp|Q9UGJ1|GCP4_HUMAN	275	0.412	(0, 654)	654	0.981	667
Homo_sapiens_153008-153421	sp|Q9UBB9|TFP11_HUMAN	402	0.480	(25, 833)	808	0.965	837
Homo_sapiens_153422-153645	sp|O95396|MOCS3_HUMAN	222	0.483	(93, 460)	367	0.798	460
Homo_sapiens_153646-153965	sp|Q9UID3|VPS51_HUMAN	307	0.393	(61, 781)	720	0.921	782
Homo_sapiens_153966-154176	sp|P28072|PSB6_HUMAN	207	0.866	(23, 231)	208	0.870	239
Homo_sapiens_154177-154278	sp|Q8N5F7|NKAP_HUMAN	97	0.234	(291, 405)	114	0.275	415
Homo_sapiens_154279-154722	sp|Q9H269|VPS16_HUMAN	415	0.495	(7, 788)	781	0.931	839
Homo_sapiens_154987-155158	sp|Q5SRE7|PHYD1_HUMAN	166	0.570	(14, 289)	275	0.945	291
Homo_sapiens_155159-155540	sp|O75306|NDUS2_HUMAN	382	0.825	(79, 463)	384	0.829	463
Homo_sapiens_155541-155690	sp|Q96CS3|FAF2_HUMAN	143	0.321	(145, 441)	296	0.665	445
Homo_sapiens_155846-156108	sp|Q96KP1|EXOC2_HUMAN	253	0.274	(13, 830)	817	0.884	924
Homo_sapiens_156109-156388	sp|Q9UI10|EI2BD_HUMAN	277	0.530	(176, 517)	341	0.652	523
Homo_sapiens_156389-157094	sp|Q99798|ACON_HUMAN	706	0.905	(0, 777)	777	0.996	780
Homo_sapiens_157095-157363	sp|Q03701|CEBPZ_HUMAN	268	0.254	(233, 614)	381	0.361	1054
Homo_sapiens_157610-157809	sp|Q15257|PTPA_HUMAN	197	0.550	(38, 350)	312	0.872	358
Homo_sapiens_157810-158000	sp|Q9Y5K8|VATD_HUMAN	191	0.773	(4, 217)	213	0.862	247
Homo_sapiens_158001-158112	sp|Q6NYC1|JMJD6_HUMAN	112	0.278	(119, 293)	174	0.432	403
Homo_sapiens_158113-158327	sp|A5D8W1|CFA69_HUMAN	204	0.217	(0, 784)	784	0.833	941
Homo_sapiens_158328-159068	sp|Q6PD62|CTR9_HUMAN	741	0.632	(4, 846)	842	0.718	1173
Homo_sapiens_159069-159614	sp|Q6KC79|NIPBL_HUMAN	546	0.195	(1305, 2461)	1156	0.412	2804
Homo_sapiens_159615-159848	sp|Q5VZE5|NAA35_HUMAN	225	0.310	(28, 724)	696	0.960	725
Homo_sapiens_160038-160206	sp|Q96QU8|XPO6_HUMAN	169	0.150	(366, 1037)	671	0.596	1125
Homo_sapiens_160305-160495	sp|P04844|RPN2_HUMAN	169	0.268	(206, 628)	422	0.669	631
Homo_sapiens_160496-160602	sp|Q7Z3E2|CC186_HUMAN	106	0.118	(682, 884)	202	0.225	898
Homo_sapiens_160603-161246	sp|Q15269|PWP2_HUMAN	626	0.681	(0, 874)	874	0.951	919
Homo_sapiens_161247-161374	sp|O60216|RAD21_HUMAN	128	0.203	(0, 620)	620	0.983	631
Homo_sapiens_161375-161554	sp|Q8NFI3|ENASE_HUMAN	173	0.233	(125, 383)	258	0.347	743
Homo_sapiens_161555-161766	sp|Q5T0N1|CFA70_HUMAN	199	0.178	(462, 1100)	638	0.569	1121
Homo_sapiens_162209-162378	sp|Q99426|TBCB_HUMAN	152	0.623	(16, 235)	219	0.898	244
Homo_sapiens_162379-162480	sp|Q9UIY3|RWD2A_HUMAN	84	0.288	(156, 285)	129	0.442	292
Homo_sapiens_162481-162693	sp|Q8N0X4|CLYBL_HUMAN	198	0.582	(44, 329)	285	0.838	340
Homo_sapiens_162694-162826	sp|Q96BZ9|TBC20_HUMAN	123	0.305	(94, 299)	205	0.509	403
Homo_sapiens_163012-163162	sp|Q16774|KGUA_HUMAN	151	0.766	(5, 181)	176	0.893	197
Homo_sapiens_163163-163455	sp|Q9H3H5|GPT_HUMAN	293	0.718	(34, 406)	372	0.912	408
Homo_sapiens_163456-163707	sp|P21283|VATC1_HUMAN	241	0.631	(36, 373)	337	0.882	382
Homo_sapiens_163708-163845	sp|Q8TAD8|SNIP1_HUMAN	138	0.348	(223, 373)	150	0.379	396
Homo_sapiens_163846-164021	sp|Q9UQN3|CHM2B_HUMAN	167	0.784	(16, 211)	195	0.915	213
Homo_sapiens_164022-164278	sp|O95620|DUS4L_HUMAN	254	0.801	(26, 312)	286	0.902	317
Homo_sapiens_164279-164472	sp|P27695|APEX1_HUMAN	191	0.601	(61, 315)	254	0.799	318
Homo_sapiens_164473-164648	sp|P36543|VATE1_HUMAN	169	0.748	(0, 225)	225	0.996	226
Homo_sapiens_164649-164744	sp|O43513|MED7_HUMAN	96	0.412	(12, 149)	137	0.588	233
Homo_sapiens_164745-165733	sp|Q9HBG6|IF122_HUMAN	988	0.796	(20, 1233)	1213	0.977	1241
Homo_sapiens_165734-166109	sp|Q8TEA7|TBCK_HUMAN	372	0.417	(26, 817)	791	0.886	893
Homo_sapiens_166110-166594	sp|Q9BSJ2|GCP2_HUMAN	475	0.527	(0, 866)	866	0.960	902
Homo_sapiens_166595-166751	sp|Q9UGC7|RF1ML_HUMAN	157	0.413	(130, 339)	209	0.550	380
Homo_sapiens_166752-167399	sp|Q96QK1|VPS35_HUMAN	646	0.812	(11, 774)	763	0.959	796
Homo_sapiens_167400-167699	sp|O95831|AIFM1_HUMAN	295	0.481	(133, 592)	459	0.749	613
Homo_sapiens_167700-167910	sp|Q9NWL6|ASND1_HUMAN	211	0.328	(116, 615)	499	0.776	643
Homo_sapiens_167911-168409	sp|Q9BZE4|NOG1_HUMAN	484	0.763	(0, 634)	634	1.000	634
Homo_sapiens_168410-168513	sp|Q9H1I8|ASCC2_HUMAN	102	0.135	(67, 548)	481	0.635	757
Homo_sapiens_168514-168687	sp|Q13685|AAMP_HUMAN	161	0.371	(85, 427)	342	0.788	434
Homo_sapiens_168688-168788	sp|O14925|TIM23_HUMAN	87	0.416	(0, 172)	172	0.823	209
Homo_sapiens_168789-169113	sp|Q9Y6N5|SQOR_HUMAN	307	0.682	(62, 446)	384	0.853	450
Homo_sapiens_169114-169568	sp|P49754|VPS41_HUMAN	451	0.528	(26, 819)	793	0.929	854
Homo_sapiens_169569-169961	sp|P49915|GUAA_HUMAN	383	0.553	(39, 693)	654	0.944	693
Homo_sapiens_169962-170334	sp|Q8TAF3|WDR48_HUMAN	372	0.549	(15, 673)	658	0.972	677
Homo_sapiens_170335-170579	sp|Q15397|PUM3_HUMAN	244	0.375	(137, 650)	513	0.789	650
Homo_sapiens_170694-170795	sp|O60244|MED14_HUMAN	102	0.070	(92, 252)	160	0.110	1454
Homo_sapiens_170796-170974	sp|O00566|MPP10_HUMAN	179	0.263	(356, 681)	325	0.477	681
Homo_sapiens_170975-171266	sp|O43766|LIAS_HUMAN	292	0.785	(41, 368)	327	0.879	372
Homo_sapiens_171267-171735	sp|P49419|AL7A1_HUMAN	469	0.870	(38, 539)	501	0.929	539
Homo_sapiens_171736-172097	sp|O00541|PESC_HUMAN	359	0.611	(5, 570)	565	0.961	588
Homo_sapiens_172098-172306	sp|Q9BT22|ALG1_HUMAN	200	0.431	(37, 460)	423	0.912	464
Homo_sapiens_172307-172509	sp|Q6ZMI0|PPR21_HUMAN	189	0.242	(5, 756)	751	0.963	780
Homo_sapiens_172510-172768	sp|Q9Y2I8|WDR37_HUMAN	251	0.508	(65, 483)	418	0.846	494
Homo_sapiens_172769-173214	sp|P45974|UBP5_HUMAN	446	0.520	(23, 855)	832	0.970	858
Homo_sapiens_173215-173447	sp|Q9BWU0|NADAP_HUMAN	225	0.283	(152, 796)	644	0.809	796
Homo_sapiens_173448-173655	sp|Q6AI08|HEAT6_HUMAN	207	0.175	(438, 1079)	641	0.543	1181
Homo_sapiens_173656-173798	sp|P13994|CC130_HUMAN	137	0.346	(0, 191)	191	0.482	396
Homo_sapiens_173799-174005	sp|Q96MW5|COG8_HUMAN	199	0.325	(62, 377)	315	0.515	612
Homo_sapiens_174006-174148	sp|Q9NXX6|NSE4A_HUMAN	119	0.309	(84, 385)	301	0.782	385
Homo_sapiens_174409-175135	sp|Q2M389|WASC4_HUMAN	705	0.601	(23, 1137)	1114	0.950	1173
Homo_sapiens_175136-175392	sp|Q9HB07|MYG1_HUMAN	250	0.665	(48, 366)	318	0.846	376
Homo_sapiens_175393-175477	sp|Q9BYD3|RM04_HUMAN	85	0.273	(64, 194)	130	0.418	311
Homo_sapiens_175478-175632	sp|Q6Y1H2|HACD2_HUMAN	148	0.583	(39, 244)	205	0.807	254
Homo_sapiens_175633-175721	sp|Q9P2X3|IMPCT_HUMAN	89	0.278	(175, 290)	115	0.359	320
Homo_sapiens_175829-175932	sp|Q16878|CDO1_HUMAN	101	0.505	(26, 173)	147	0.735	200
Homo_sapiens_175933-176113	sp|Q9Y3F4|STRAP_HUMAN	181	0.517	(2, 301)	299	0.854	350
Homo_sapiens_176114-176562	sp|Q9UMS4|PRP19_HUMAN	425	0.843	(0, 504)	504	1.000	504
Homo_sapiens_176563-176798	sp|P61247|RS3A_HUMAN	236	0.894	(0, 264)	264	1.000	264
Homo_sapiens_176799-176982	sp|Q53EL6|PDCD4_HUMAN	168	0.358	(113, 465)	352	0.751	469
Homo_sapiens_176983-177167	sp|Q9H2F5|EPC1_HUMAN	171	0.205	(0, 469)	469	0.561	836
Homo_sapiens_177168-177602	sp|Q08945|SSRP1_HUMAN	419	0.591	(7, 614)	607	0.856	709
Homo_sapiens_177603-177922	sp|Q9H6R4|NOL6_HUMAN	298	0.260	(151, 1132)	981	0.856	1146
Homo_sapiens_177923-178165	sp|Q92994|TF3B_HUMAN	243	0.359	(4, 301)	297	0.439	677
Homo_sapiens_178617-178817	sp|Q86UE8|TLK2_HUMAN	200	0.259	(415, 741)	326	0.422	772
Homo_sapiens_178818-179153	sp|Q9H7D7|WDR26_HUMAN	333	0.504	(128, 643)	515	0.779	661
Homo_sapiens_179154-179410	sp|P62701|RS4X_HUMAN	254	0.966	(0, 259)	259	0.985	263
Homo_sapiens_179411-179594	sp|O75489|NDUS3_HUMAN	183	0.693	(56, 243)	187	0.708	264
Homo_sapiens_179595-179696	sp|O95379|TFIP8_HUMAN	97	0.490	(17, 198)	181	0.914	198
Homo_sapiens_179697-179890	sp|Q9BUR4|WAP53_HUMAN	188	0.343	(171, 483)	312	0.569	548
Homo_sapiens_179891-180015	sp|Q96B26|EXOS8_HUMAN	125	0.453	(4, 220)	216	0.783	276
Homo_sapiens_180016-180507	sp|Q3SYG4|PTHB1_HUMAN	468	0.528	(0, 824)	824	0.929	887
Homo_sapiens_180607-181065	sp|Q6ZU64|CFA65_HUMAN	408	0.212	(219, 1707)	1488	0.773	1925
Homo_sapiens_181066-181183	sp|Q9BRR8|GPTC1_HUMAN	107	0.115	(10, 630)	620	0.666	931
Homo_sapiens_181184-181334	sp|O75909|CCNK_HUMAN	151	0.260	(23, 215)	192	0.331	580
Homo_sapiens_181473-181558	sp|Q16891|MIC60_HUMAN	84	0.111	(410, 749)	339	0.447	758
Homo_sapiens_181559-181733	sp|Q8IVS8|GLCTK_HUMAN	164	0.314	(141, 514)	373	0.713	523
Homo_sapiens_181734-181983	sp|Q9BVA0|KTNB1_HUMAN	243	0.371	(11, 296)	285	0.435	655
Homo_sapiens_181984-182253	sp|P04035|HMDH_HUMAN	268	0.302	(461, 841)	380	0.428	888
Homo_sapiens_182254-182655	sp|Q9UBV2|SE1L1_HUMAN	382	0.481	(0, 712)	712	0.897	794
Homo_sapiens_183242-183321	sp|Q9UQ35|SRRM2_HUMAN	80	0.029	(0, 141)	141	0.051	2752
Homo_sapiens_183322-183588	sp|O94826|TOM70_HUMAN	255	0.419	(114, 595)	481	0.791	608
Homo_sapiens_183589-183789	sp|Q9NX74|DUS2L_HUMAN	200	0.406	(9, 320)	311	0.631	493
Homo_sapiens_183790-183933	sp|P35573|GDE_HUMAN	144	0.094	(477, 1434)	957	0.625	1532
Homo_sapiens_183934-184204	sp|Q7Z392|TPC11_HUMAN	268	0.237	(21, 1091)	1070	0.944	1133
Homo_sapiens_184205-184531	sp|Q13435|SF3B2_HUMAN	320	0.358	(388, 807)	419	0.468	895
Homo_sapiens_184532-185085	sp|Q14703|MBTP1_HUMAN	553	0.526	(201, 851)	650	0.618	1052
Homo_sapiens_185086-185361	sp|Q9C0H5|RHG39_HUMAN	265	0.245	(715, 1080)	365	0.337	1083
Homo_sapiens_185362-185739	sp|Q8N1F7|NUP93_HUMAN	374	0.457	(8, 818)	810	0.989	819
Homo_sapiens_186276-186526	sp|P62917|RL8_HUMAN	250	0.973	(0, 250)	250	0.973	257
Homo_sapiens_186527-186705	sp|O00303|EIF3F_HUMAN	172	0.482	(94, 355)	261	0.731	357
Homo_sapiens_186706-186862	sp|Q14320|FA50A_HUMAN	157	0.463	(155, 338)	183	0.540	339
Homo_sapiens_186863-187054	sp|Q9UNZ2|NSF1C_HUMAN	183	0.495	(19, 369)	350	0.946	370
Homo_sapiens_187055-187272	sp|Q7Z4I7|LIMS2_HUMAN	208	0.610	(39, 322)	283	0.830	341
Homo_sapiens_187273-187461	sp|P26373|RL13_HUMAN	183	0.867	(0, 204)	204	0.967	211
Homo_sapiens_187462-187661	sp|Q9NRD5|PICK1_HUMAN	200	0.482	(36, 335)	299	0.720	415
Homo_sapiens_187662-187922	sp|Q9UET6|TRM7_HUMAN	255	0.775	(0, 281)	281	0.854	329
Homo_sapiens_187923-188222	sp|Q05048|CSTF1_HUMAN	294	0.682	(8, 425)	417	0.968	431
Homo_sapiens_188223-188357	sp|P62263|RS14_HUMAN	135	0.894	(5, 140)	135	0.894	151
Homo_sapiens_188358-188558	sp|P61313|RL15_HUMAN	201	0.985	(0, 202)	202	0.990	204
Homo_sapiens_188559-188896	sp|Q9NQX3|GEPH_HUMAN	338	0.459	(20, 733)	713	0.969	736
Homo_sapiens_188897-189512	sp|Q92538|GBF1_HUMAN	613	0.330	(66, 1681)	1615	0.869	1859
Homo_sapiens_189513-189609	sp|Q9Y2L5|TPPC8_HUMAN	91	0.063	(447, 602)	155	0.108	1435
Homo_sapiens_189610-190184	sp|O60524|NEMF_HUMAN	575	0.534	(0, 1066)	1066	0.991	1076
Homo_sapiens_190185-190800	sp|Q9ULT8|HECD1_HUMAN	614	0.235	(963, 2610)	1647	0.631	2610
Homo_sapiens_190801-191325	sp|O00267|SPT5H_HUMAN	523	0.481	(166, 1067)	901	0.829	1087
Homo_sapiens_191326-191813	sp|Q14997|PSME4_HUMAN	484	0.263	(59, 1843)	1784	0.968	1843
Homo_sapiens_191814-191983	sp|O75821|EIF3G_HUMAN	169	0.528	(54, 319)	265	0.828	320
Homo_sapiens_191984-192185	sp|P13010|XRCC5_HUMAN	154	0.210	(54, 659)	605	0.827	732
Homo_sapiens_192186-192777	sp|Q5JRX3|PREP_HUMAN	580	0.559	(47, 1009)	962	0.928	1037
Homo_sapiens_192778-193217	sp|O60508|PRP17_HUMAN	438	0.756	(80, 579)	499	0.862	579
Homo_sapiens_193218-193501	sp|Q16543|CDC37_HUMAN	271	0.717	(2, 344)	342	0.905	378
Homo_sapiens_193502-193630	sp|Q8N5A5|ZGPAT_HUMAN	114	0.215	(0, 375)	375	0.706	531
Homo_sapiens_193631-193930	sp|Q8WUA2|PPIL4_HUMAN	300	0.610	(0, 322)	322	0.654	492
Homo_sapiens_193931-194192	sp|Q2TBE0|C19L2_HUMAN	259	0.290	(493, 868)	375	0.419	894
Homo_sapiens_194193-194443	sp|O60826|CCD22_HUMAN	222	0.354	(0, 617)	617	0.984	627
Homo_sapiens_194444-194851	sp|Q9BSC4|NOL10_HUMAN	408	0.593	(5, 509)	504	0.733	688
Homo_sapiens_194852-195337	sp|Q6IA69|NADE_HUMAN	483	0.684	(116, 687)	571	0.809	706
Homo_sapiens_195338-195950	sp|Q92797|SYMPK_HUMAN	610	0.479	(34, 1095)	1061	0.833	1274
Homo_sapiens_195951-196146	sp|Q96P11|NSUN5_HUMAN	189	0.441	(2, 424)	422	0.984	429
Homo_sapiens_196147-196527	sp|Q9UBT2|SAE2_HUMAN	366	0.572	(18, 480)	462	0.722	640
Homo_sapiens_196528-196776	sp|Q96G21|IMP4_HUMAN	234	0.804	(0, 285)	285	0.979	291
Homo_sapiens_196777-197315	sp|Q8TBY9|CF251_HUMAN	454	0.395	(256, 1094)	838	0.729	1149
Homo_sapiens_197316-197534	sp|Q86VN1|VPS36_HUMAN	219	0.567	(0, 384)	384	0.995	386
Homo_sapiens_197535-197718	sp|Q9NVH1|DJC11_HUMAN	184	0.329	(70, 551)	481	0.860	559
Homo_sapiens_197719-197954	sp|Q9H501|ESF1_HUMAN	233	0.274	(345, 783)	438	0.515	851
Homo_sapiens_197955-198104	sp|O15194|CTDSL_HUMAN	147	0.533	(105, 256)	151	0.547	276
Homo_sapiens_198105-198218	sp|Q15311|RBP1_HUMAN	114	0.174	(188, 655)	467	0.713	655
Homo_sapiens_198219-198317	sp|Q86SX6|GLRX5_HUMAN	96	0.611	(48, 148)	100	0.637	157
Homo_sapiens_198318-198582	sp|Q9UNM6|PSD13_HUMAN	260	0.691	(24, 374)	350	0.931	376
Homo_sapiens_198583-199018	sp|Q9NVI7|ATD3A_HUMAN	435	0.686	(52, 619)	567	0.894	634
Homo_sapiens_199019-199230	sp|Q96HW7|INT4_HUMAN	210	0.218	(165, 587)	422	0.438	963
